Distance droite (cm),Distance gauche (cm)
13.786666666666667,108.73179723502304
14.155191256830602,101.4079754601227
14.865968586387435,107.05555555555557
14.408552631578948,104.86205357142858
14.023555555555555,105.52799999999999
13.870666666666668,105.60833333333332
13.933185840707964,105.61513157894737
13.878666666666666,105.79911111111112
12.965128205128204,104.75064935064935
15.320218579234972,110.95705521472394
13.705960264900662,100.76372093023255
14.117857142857142,105.49466666666667
13.843708609271522,105.53628318584072
13.917777777777777,104.48733333333332
13.972666666666665,106.79690265486727
12.606467661691543,105.98543046357615
15.703448275862069,116.65672514619882
14.522666666666666,97.04541062801933
14.109734513274336,105.08278145695365
15.443999999999999,106.75575221238937
14.21822222222222,105.61447368421052
14.219333333333333,106.14557522123894
12.668095238095237,106.43866666666668
15.883832335329341,119.57611111111112
13.976158940397351,92.82474747474747
13.516470588235293,97.3183908045977
14.461274509803923,106.398
13.732,105.85418502202643
14.15911111111111,106.01854304635762
14.086000000000002,105.99162995594713
14.161061946902654,105.6782894736842
13.99,109.98779342723006
13.213888888888889,100.12155688622754
14.793401015228426,105.64736842105262
14.112666666666666,105.57787610619468
14.12711111111111,106.45333333333333
13.914093959731542,105.6
14.130973451327435,105.04172185430464
14.030921052631578,108.75707762557079
13.412234042553191,102.40822784810128
14.838297872340425,107.98258064516128
13.841333333333333,102.78954545454546
14.057777777777778,105.6953947368421
13.99933774834437,105.54469026548672
14.1358407079646,106.02384105960266
14.028,106.41497797356828
12.978974358974359,106.06953642384106
15.417777777777777,111.98181818181817
15.508000000000001,101.0126168224299
14.256696428571427,106.00662251655629
13.756666666666666,105.62035398230088
15.021238938053097,106.10794701986757
13.99933774834437,106.47911111111111
12.748039215686275,106.49133333333334
15.57456647398844,116.45523255813953
14.193999999999999,96.38088235294117
13.994196428571428,105.05629139072849
14.172666666666666,105.84405286343613
14.04088888888889,105.16887417218543
14.040000000000001,105.50884955752213
13.32559241706161,105.98079470198675
15.947560975609756,119.18846153846155
14.057615894039737,93.10252525252525
14.952444444444444,105.99867549668875
13.912582781456953,106.26052631578948
13.88888888888889,105.60065789473683
13.882666666666665,106.13716814159292
13.372727272727271,105.97549668874171
14.98,117.51693121693123
13.973417721518988,94.74095744680851
14.122222222222224,106.362
14.17682119205298,106.14513274336284
14.13215859030837,105.5611842105263
14.131788079470198,105.87797356828193
14.203999999999999,105.98278145695365
14.040666666666667,114.23819095477386
14.845833333333335,96.92977528089888
15.07095238095238,105.63092105263158
14.184666666666667,105.88678414096917
14.206578947368422,106.30733333333333
13.978666666666665,105.90088105726872
13.834666666666667,105.55394736842106
14.051333333333332,110.51435406698565
13.333522727272728,98.66804733727811
14.480402010050252,106.03046357615895
13.917880794701986,105.91629955947137
13.962719298245613,106.39466666666667
13.994039735099339,106.41333333333334
14.161061946902654,105.90860927152319
14.131333333333334,108.07557603686637
13.056216216216217,103.74088050314465
14.94021164021164,108.39810126582279
13.951006711409397,104.75
13.918141592920355,105.51333333333335
14.065771812080536,105.5725663716814
14.124553571428573,105.6046052631579
14.008666666666667,106.1716814159292
12.701010101010102,106.88609271523178
15.037078651685395,112.42108433734941
13.823489932885906,100.82971698113207
14.122566371681415,106.0158940397351
14.093288590604027,104.91769911504426
14.279646017699116,105.46466666666667
14.274000000000001,105.2806167400881
12.810194174757282,106.01456953642385
15.501176470588234,117.86327683615818
14.16291390728477,95.73267326732673
14.120089285714286,105.9867549668874
15.306666666666667,106.14473684210527
14.146017699115044,106.07086092715231
13.886000000000001,105.30176211453745
12.382547169811321,105.60466666666666
16.167484662576687,119.47637362637363
13.943046357615893,93.82628865979382
14.186725663716814,105.59671052631579
13.780666666666667,105.67587719298247
15.026991150442479,106.41
13.876,106.16415929203541
14.55610859728507,105.55657894736842
14.86516129032258,116.4484375
13.79685534591195,95.8983870967742
14.206944444444446,106.80596026490066
14.564900662251656,105.48274336283187
13.518918918918919,105.50066666666666
14.414379084967319,116.82565445026178
13.7025,95.35405405405405
14.238604651162792,105.53933333333335
13.790000000000001,105.21244444444444
14.037946428571427,106.46400000000001
14.092666666666668,106.18893805309736
14.091592920353984,105.98013245033113
14.181333333333333,113.30742574257427
13.529761904761903,97.98248587570622
14.170388349514562,105.9682119205298
14.37,105.90660792951542
13.863999999999999,105.08145695364237
14.201324503311259,106.7004424778761
14.866071428571427,106.54736842105262
14.110666666666665,111.177990430622
13.395530726256984,99.62590361445783
14.551776649746193,106.34733333333334
14.233774834437085,105.86872246696035
13.986725663716815,106.0523178807947
13.892,105.87533039647576
13.679555555555556,106.304
13.957333333333333,107.56425339366515
13.202127659574469,102.72138364779873
14.846524064171124,108.93962264150943
13.917333333333335,103.66849315068494
14.022767857142858,105.96622516556292
14.12251655629139,106.12389380530973
13.770222222222221,106.05562913907286
14.008666666666667,105.7955947136564
12.999484536082473,105.54473684210527
15.154696132596687,112.82606060606061
14.113513513513514,99.81658767772511
14.157079646017698,105.08013245033112
14.308552631578948,104.94336283185842
13.865929203539824,105.11854304635763
13.966,105.89955947136563
12.551231527093595,105.52266666666667
15.406395348837211,116.51264367816093
14.063758389261745,96.75219512195122
14.007079646017697,105.97483443708609
14.172847682119206,106.39603524229076
13.965333333333334,106.454
13.813333333333333,105.57168141592919
12.701895734597155,106.13986928104575
16.34601226993865,119.50491803278689
13.891333333333332,92.71269035532995
13.854222222222223,105.96158940397352
13.779333333333332,104.92123893805311
13.851327433628319,105.97615894039734
13.719333333333333,106.15973451327434
13.797747747747746,105.625
15.09108280254777,116.61832460732985
13.563694267515924,94.25454545454545
14.204147465437789,105.13112582781457
15.450666666666667,105.34052863436122
19.934513274336283,105.53618421052632
20.105298013245033,105.24140969162995
14.131858407079644,105.65986842105262
13.605333333333334,114.15577889447236
13.679393939393938,95.74722222222222
14.247619047619049,106.29866666666666
13.846,106.13805309734514
13.888053097345132,105.64407894736841
13.816666666666666,106.25964912280702
14.270666666666667,105.76644736842107
14.190728476821192,111.79661835748793
13.661714285714286,98.58313953488371
15.366009852216749,105.55066666666667
14.305333333333333,105.10355555555554
13.836607142857142,106.44533333333334
13.844,105.48938053097345
14.070044052863437,106.07615894039733
11.425333333333333,109.37023255813953
9.776243093922652,101.06219512195122
9.674093264248706,106.5171052631579
9.879333333333333,105.4361607142857
10.075770925110131,105.95562913907285
10.594666666666667,105.24052863436123
12.458666666666668,106.346
13.791999999999998,106.58482142857142
14.082901554404145,104.25294117647059
15.245054945054946,111.81288343558283
13.906040268456376,100.79860465116279
13.873660714285714,106.48421052631579
13.888666666666666,105.52543859649123
13.80704845814978,106.29066666666668
13.978666666666665,105.51592920353983
12.531188118811881,105.554
15.520809248554915,116.01812865497077
13.766887417218545,96.68536585365854
14.044052863436125,106.91986754966888
13.839072847682118,105.10925110132159
13.98711111111111,106.32894736842107
13.749664429530203,105.20572687224669
12.188317757009345,105.56776315789473
15.99567901234568,117.99130434782607
13.852666666666668,94.0082901554404
13.745333333333335,105.53486842105262
13.891390728476821,105.81497797356829
13.684375,105.62434210526317
13.241999999999999,105.79691629955946
13.441964285714286,105.51447368421051
12.274675324675325,115.35284974093265
10.584375,96.04432432432432
9.697674418604652,105.95827814569536
9.762,105.6
9.645374449339206,105.52236842105262
10.665131578947369,106.16769911504426
14.994273127753303,106.42066666666668
13.632666666666665,113.30940594059408
13.399415204678363,97.36590909090908
14.38780487804878,106.09933774834437
13.876510067114094,105.93127753303966
14.207589285714286,104.94429530201342
15.280794701986755,105.24185022026431
14.845333333333334,105.5611842105263
13.816556291390729,109.84272300469483
13.111666666666668,100.4156626506024
14.604568527918781,106.35
13.979470198675497,105.23480176211453
14.176991150442479,105.98079470198675
14.095333333333334,105.46017699115043
13.861777777777778,105.60855263157893
14.161744966442953,106.97892376681614
13.414736842105262,103.17435897435898
15.256756756756758,110.30875
14.045695364238409,102.4324200913242
13.992444444444445,106.04569536423841
14.124161073825501,105.89911894273128
14.000442477876106,106.37933333333334
14.265562913907285,105.52787610619468
12.8435,105.95695364238411
15.391573033707866,114.22440476190476
14.230201342281878,99.68530805687205
14.377433628318585,105.526
13.814093959731542,105.53053097345132
14.133185840707963,105.60197368421052
13.744295302013423,106.1283185840708
12.474757281553398,105.59934210526316
17.105917159763315,119.25738636363637
14.052000000000001,95.22985074626865
13.863716814159293,106.92516556291392
13.946000000000002,106.41777777777777
14.885267857142859,106.42368421052632
13.929333333333332,106.07920353982301
12.685116279069767,105.4418918918919
15.674233128834356,118.37135135135136
14.037012987012986,92.86230366492147
14.197757847533632,105.01920529801325
14.210596026490066,106.71150442477877
14.09688888888889,105.97549668874171
14.072847682119207,105.85330396475771
13.802232142857141,106.00993377483444
14.461184210526316,116.86820512820513
14.904374999999998,95.36
14.289252336448598,105.46400000000001
13.830666666666668,105.82511013215858
14.12907488986784,106.348
14.003333333333334,106.43511111111111
13.706666666666667,106.31733333333334
14.124,112.90738916256157
13.381502890173412,97.12298850574713
14.452450980392157,106.88543046357616
14.227152317880794,106.1732456140351
13.847555555555555,106.38466666666666
14.019333333333332,106.15043859649123
13.898222222222222,106.40133333333333
14.128476821192052,110.17547169811321
13.084999999999999,100.74909090909091
15.827692307692308,105.96026490066224
14.157333333333332,105.53991228070177
14.089823008849558,105.87814569536424
14.02214765100671,105.22026431718061
14.041850220264317,105.04768211920529
14.388079470198676,106.92286995515694
14.052083333333334,104.80064935064937
15.30163043478261,110.40802469135801
13.947682119205297,101.95648148148148
13.810714285714287,106.36800000000001
14.30794701986755,105.51283185840707
14.325333333333333,106.00662251655629
13.824161073825502,105.87973568281939
13.413930348258706,106.42697368421052
15.285795454545454,115.67719298245613
15.102666666666668,97.50288461538462
14.175221238938054,105.93443708609273
13.814666666666668,106.40577777777779
14.341333333333333,105.39000000000001
13.932894736842105,106.1627192982456
13.30952380952381,106.36266666666668
16.870303030303027,119.94333333333334
13.712,93.35329949238579
14.199559471365637,106.31866666666667
14.203999999999999,105.52149122807018
13.84977973568282,106.32066666666667
14.249006622516555,105.5671052631579
13.737272727272728,105.52697368421052
14.407096774193548,116.3046875
13.663124999999999,95.03602150537634
14.090740740740742,104.99801324503312
13.767549668874173,105.22907488986785
14.017699115044248,105.01192052980132
13.993333333333334,105.71244444444444
13.981333333333334,104.58092105263158
14.260927152317882,113.32079207920792
13.191812865497075,96.41149425287355
14.54878048780488,105.07814569536424
13.780666666666667,106.31866666666667
13.65288888888889,106.44407894736841
14.02317880794702,105.49070796460178
14.369469026548671,105.51776315789473
13.91744966442953,110.16745283018868
13.279558011049724,100.6830303030303
14.477835051546393,105.0523178807947
15.402666666666667,106.13008849557522
13.960888888888888,105.99072847682119
13.952666666666667,105.87400881057269
13.764888888888887,106.422
15.2158940397351,107.20045045045045
12.738743455497382,105.12287581699347
15.16358695652174,111.22874999999999
14.088079470198675,101.9151376146789
14.84,106.35466666666666
13.807333333333332,106.14336283185841
13.972444444444445,106.78807947019868
13.840397350993376,106.03407079646017
12.623383084577114,105.59868421052632
15.836627906976744,115.50406976744186
13.905960264900662,96.87584541062802
14.097345132743362,105.98609271523178
13.76,105.83656387665198
14.044888888888888,105.61052631578949
13.766,106.13230088495575
12.394835680751175,106.26666666666668
15.592638036809817,119.35879120879122
14.113815789473685,92.38865979381443
14.080973451327434,105.05695364238412
13.632450331125828,105.52787610619468
13.798230088495576,106.244
13.932450331125827,106.81798245614036
14.4695067264574,105.49600000000001
14.544444444444446,115.79479166666667
13.50310559006211,95.97945945945946
14.309302325581395,105.04635761589404
13.885333333333332,104.9570796460177
13.956888888888889,106.87218543046359
14.120805369127515,105.872
14.409734513274335,104.51466666666667
13.991333333333333,112.30640394088671
13.378362573099414,97.67714285714285
14.336893203883495,105.62434210526317
13.941999999999998,105.7191111111111
14.038222222222222,106.37133333333334
